,school_id,short_name,long_name,primary_category,is_high_school,is_middle_school,is_elementary_school,is_pre_school,school_latitude,school_longitude,n_y1,n_low_income_y1,n_special_y1,n_english_learn_y1,n_hispanic_y1,n_y2,n_low_income_y2,n_special_y2,n_english_learn_y2,n_hispanic_y2,community_name,n_non_english_learn_y1,n_non_english_learn_y2,d_total,d_low_income,d_english_learn,d_non_english_learn,d_hispanic,pct_total,pct_low_income,pct_english_learn,pct_non_english_learn,pct_hispanic
56,610095,NEWBERRY,Walter L Newberry Math & Science Academy ES,ES,False,True,True,True,41.913947,-87.64599,359,243,58,27,73,330,218,60,21,62,LINCOLN PARK,332,309,-29,-25,-6,-23,-11,-8.07799442896936,-10.2880658436214,-22.22222222222222,-6.927710843373494,-15.068493150684931
57,610281,POWELL,Adam Clayton Powell Paideia Community Academy ES,ES,False,True,True,True,41.760332,-87.556789,556,434,67,25,15,535,402,78,38,19,SOUTH SHORE,531,497,-21,-32,13,-34,4,-3.776978417266187,-7.373271889400922,52.0,-6.4030131826742,26.666666666666668
58,609804,MOSAIC,Mosaic School of Fine Arts,ES,False,True,True,True,42.003412,-87.697463,732,553,77,435,290,715,544,84,404,277,WEST RIDGE,297,311,-17,-9,-31,14,-13,-2.3224043715846996,-1.6274864376130198,-7.126436781609195,4.713804713804714,-4.482758620689655
59,609751,KING HS,Dr  Martin Luther King  Jr  College Prep HS,HS,True,False,False,False,41.813675,-87.603874,586,472,83,10,18,702,539,93,10,17,KENWOOD,576,692,116,67,0,116,-1,19.795221843003414,14.194915254237289,0.0,20.13888888888889,-5.555555555555555
60,609791,BASS,Perkins Bass Elementary School,ES,False,True,True,True,41.774246,-87.653532,348,291,46,9,13,289,238,39,5,10,ENGLEWOOD,339,284,-59,-53,-4,-55,-3,-16.95402298850575,-18.213058419243985,-44.44444444444444,-16.224188790560472,-23.076923076923077
61,400150,YCCS - CHATHAM,YCCS-Chatham AcademyHS,HS,True,False,False,False,41.730131,-87.60698,119,94,24,1,5,82,73,18,0,2,CHATHAM,118,82,-37,-21,-1,-36,-3,-31.092436974789916,-22.340425531914892,-100.0,-30.508474576271187,-60.0
62,610078,INTER-AMERICAN,Inter-American Elementary Magnet School,ES,False,True,True,True,41.949003,-87.651573,670,303,81,225,573,640,277,91,210,545,LAKE VIEW,445,430,-30,-26,-15,-15,-28,-4.477611940298507,-8.58085808580858,-6.666666666666667,-3.3707865168539324,-4.886561954624782
63,610179,SMYSER,Washington D Smyser Elementary School,ES,False,True,True,True,41.958868,-87.781975,751,444,92,184,493,753,423,96,181,476,PORTAGE PARK,567,572,2,-21,-3,5,-17,0.2663115845539281,-4.72972972972973,-1.6304347826086956,0.8818342151675485,-3.4482758620689653
64,610572,SAFE ACHIEVE ES,Safe Achieve Academy Elementary,ES,False,True,True,False,41.753117,-87.550513,3,3,2,0,0,2,2,0,0,1,SOUTH SHORE,3,2,-1,-1,0,-1,1,-33.333333333333336,-33.333333333333336,,-33.333333333333336,inf
65,610587,DYETT ARTS HS,Walter Henri Dyett High School for the Arts,HS,True,False,False,False,41.801204,-87.612239,523,378,89,2,9,492,392,95,4,8,WASHINGTON PARK,521,488,-31,14,2,-33,-1,-5.927342256214149,3.7037037037037037,100.0,-6.333973128598848,-11.11111111111111
66,400096,ROWE,Rowe Elementary Charter School,ES,False,True,True,False,41.907797,-87.664072,768,611,101,236,540,706,450,86,200,474,WEST TOWN,532,506,-62,-161,-36,-26,-66,-8.072916666666666,-26.350245499181668,-15.254237288135593,-4.887218045112782,-12.222222222222221
67,609933,GALE,Stephen F Gale Elementary Community Academy,ES,False,True,True,True,42.021091,-87.671939,229,173,68,63,49,303,170,69,72,91,ROGERS PARK,166,231,74,-3,9,65,42,32.314410480349345,-1.7341040462427746,14.285714285714286,39.1566265060241,85.71428571428571
68,610530,SOUTH SHORE ES,South Shore Fine Arts Academy,ES,False,True,True,True,41.767755,-87.590396,254,155,83,0,7,238,155,89,1,11,SOUTH SHORE,254,237,-16,0,1,-17,4,-6.299212598425197,0.0,inf,-6.692913385826771,57.142857142857146
69,610238,BOND,Carrie Jacobs Bond Elementary School,ES,False,True,True,True,41.765361,-87.653018,232,179,60,4,12,259,196,64,6,20,ENGLEWOOD,228,253,27,17,2,25,8,11.637931034482758,9.497206703910615,50.0,10.964912280701755,66.66666666666667
70,610127,PETERSON,Mary Gage Peterson Elementary School,ES,False,True,True,True,41.981557,-87.712583,838,459,104,314,295,898,421,110,306,335,NORTH PARK,524,592,60,-38,-8,68,40,7.159904534606206,-8.278867102396514,-2.5477707006369426,12.977099236641221,13.559322033898304
71,610084,KELLER,Annie Keller Regional Gifted Center,ES,False,True,True,False,41.69717,-87.697278,213,65,8,14,30,220,71,6,12,31,MOUNT GREENWOOD,199,208,7,6,-2,9,1,3.2863849765258215,9.23076923076923,-14.285714285714286,4.522613065326633,3.3333333333333335
72,610268,ASHE,Arthur R Ashe Elementary School,ES,False,True,True,True,41.740184,-87.601174,363,258,41,2,3,357,240,37,3,11,CHATHAM,361,354,-6,-18,1,-7,8,-1.6528925619834711,-6.976744186046512,50.0,-1.9390581717451523,266.6666666666667
73,609951,ARIEL,Ariel Elementary Community Academy,ES,False,True,True,True,41.811173,-87.597503,354,245,65,4,9,353,255,69,5,9,KENWOOD,350,348,-1,10,1,-2,0,-0.2824858757062147,4.081632653061225,25.0,-0.5714285714285714,0.0
74,610316,EARHART,Amelia Earhart Options for Knowledge ES,ES,False,True,True,False,41.726107,-87.582182,194,117,17,1,9,201,133,21,1,9,CALUMET HEIGHTS,193,200,7,16,0,7,0,3.6082474226804124,13.675213675213675,0.0,3.626943005181347,0.0
75,610345,WOODSON,Carter G Woodson South Elementary School,ES,False,True,True,True,41.814499,-87.608419,299,208,70,2,6,290,209,78,8,12,GRAND BOULEVARD,297,282,-9,1,6,-15,6,-3.0100334448160537,0.4807692307692308,300.0,-5.05050505050505,100.0
76,610129,PICKARD,Josiah Pickard Elementary School,ES,False,True,True,True,41.8529,-87.683291,291,246,61,123,269,294,214,61,117,275,LOWER WEST SIDE,168,177,3,-32,-6,9,6,1.0309278350515463,-13.008130081300813,-4.878048780487805,5.357142857142857,2.2304832713754648
77,400143,YCCS - WEST TOWN,YCCS-West Town Acad Alternative HS,HS,True,False,False,False,41.890803,-87.702053,70,58,24,4,19,75,49,18,2,13,HUMBOLDT PARK,66,73,5,-9,-2,7,-6,7.142857142857143,-15.517241379310345,-50.0,10.606060606060606,-31.57894736842105
78,610163,STOCK,Frederick Stock Elementary School,ES,False,False,False,True,42.016892,-87.814195,236,24,98,41,61,212,30,83,24,58,EDISON PARK,195,188,-24,6,-17,-7,-3,-10.169491525423728,25.0,-41.46341463414634,-3.58974358974359,-4.918032786885246
79,610185,STEVENSON,Adlai E Stevenson Elementary School,ES,False,True,True,True,41.747107,-87.731666,1125,836,224,496,1014,1157,855,234,513,1039,ASHBURN,629,644,32,19,17,15,25,2.8444444444444446,2.272727272727273,3.4274193548387095,2.384737678855326,2.465483234714004
80,609994,HIBBARD,William G Hibbard Elementary School,ES,False,False,True,True,41.970335,-87.710362,912,648,94,628,715,913,639,112,590,729,ALBANY PARK,284,323,1,-9,-38,39,14,0.10964912280701754,-1.3888888888888888,-6.050955414012739,13.732394366197184,1.9580419580419581
81,400129,YCCS - PROGRESSIVE LEADERSHIP,YCCS-Progressive Leadership Academy,HS,True,False,False,False,41.773962,-87.61574,130,104,31,1,4,98,72,22,2,4,GREATER GRAND CROSSING,129,96,-32,-32,1,-33,0,-24.615384615384617,-30.76923076923077,100.0,-25.58139534883721,0.0
82,609854,CHOPIN,Frederic Chopin Elementary School,ES,False,True,True,True,41.896713,-87.688937,286,226,68,89,166,301,242,74,101,158,WEST TOWN,197,200,15,16,12,3,-8,5.244755244755245,7.079646017699115,13.48314606741573,1.5228426395939085,-4.819277108433735
83,609797,BEIDLER,Jacob Beidler Elementary School,ES,False,True,True,True,41.885321,-87.705855,256,216,35,3,12,257,211,34,2,13,EAST GARFIELD PARK,253,255,1,-5,-1,2,1,0.390625,-2.314814814814815,-33.333333333333336,0.7905138339920948,8.333333333333334
84,610006,HURLEY,Edward N Hurley Elementary School,ES,False,True,True,True,41.766785,-87.719541,721,559,101,348,704,703,548,96,348,683,WEST LAWN,373,355,-18,-11,0,-18,-21,-2.496532593619972,-1.9677996422182469,0.0,-4.825737265415549,-2.9829545454545454
85,400098,NOBLE - MUCHIN HS,Noble - Muchin College Prep,HS,True,False,False,False,41.88274,-87.626338,823,672,107,113,482,961,765,124,138,465,LOOP,710,823,138,93,25,113,-17,16.767922235722963,13.839285714285714,22.123893805309734,15.915492957746478,-3.5269709543568464
86,610390,RICKOVER MILITARY HS,Hyman G Rickover Naval Academy High School,HS,True,False,False,False,41.957599,-87.769938,457,323,76,91,355,506,353,80,118,404,PORTAGE PARK,366,388,49,30,27,22,49,10.722100656455142,9.287925696594428,29.67032967032967,6.0109289617486334,13.80281690140845
87,610298,LENART,Lenart Elementary Regional Gifted Center,ES,False,True,True,True,41.747186,-87.62804,290,74,6,3,14,295,83,8,3,15,CHATHAM,287,292,5,9,0,5,1,1.7241379310344827,12.162162162162161,0.0,1.7421602787456445,7.142857142857143
88,610246,BEASLEY,Edward Beasley Elementary Magnet Academic Center,ES,False,True,True,True,41.798465,-87.625692,1046,681,99,4,16,1013,629,104,5,16,WASHINGTON PARK,1042,1008,-33,-52,1,-34,0,-3.1548757170172084,-7.63582966226138,25.0,-3.2629558541266794,0.0
89,610170,COLUMBIA EXPLORERS,Columbia Explorers Elementary Academy,ES,False,True,True,True,41.811069,-87.704199,768,591,135,356,748,722,576,149,338,705,BRIGHTON PARK,412,384,-46,-15,-18,-28,-43,-5.989583333333333,-2.5380710659898478,-5.056179775280899,-6.796116504854369,-5.748663101604278
90,400083,ACERO - PAZ,Acero Charter Schools - Octavio Paz Campus,ES,False,True,True,False,41.850035,-87.692551,172,150,32,116,160,128,118,25,92,124,SOUTH LAWNDALE,56,36,-44,-32,-24,-20,-36,-25.58139534883721,-21.333333333333332,-20.689655172413794,-35.714285714285715,-22.5
91,609958,GUNSAULUS,Frank W Gunsaulus Elementary Scholastic Academy,ES,False,True,True,True,41.813007,-87.699364,652,506,66,266,602,668,491,74,269,621,BRIGHTON PARK,386,399,16,-15,3,13,19,2.4539877300613497,-2.964426877470356,1.1278195488721805,3.3678756476683938,3.1561461794019934
92,610038,LINCOLN,Abraham Lincoln Elementary School,ES,False,True,True,False,41.924525,-87.644497,803,82,49,71,77,846,84,60,61,75,LINCOLN PARK,732,785,43,2,-10,53,-2,5.354919053549191,2.4390243902439024,-14.084507042253522,7.240437158469946,-2.5974025974025974
93,610319,EVERGREEN,Evergreen Academy Middle School,MS,False,True,True,False,41.829356,-87.667817,198,168,29,67,175,200,173,28,66,183,MCKINLEY PARK,131,134,2,5,-1,3,8,1.0101010101010102,2.9761904761904763,-1.492537313432836,2.2900763358778624,4.571428571428571
